projeto_id;projeto e requisitos;equipe_id;dev1;dev2;dev3;dev4;rank_expert;nota_global;observações;team_match_summary;DOM_M;DOM_S;DOM_C;ECO_M;ECO_S;ECO_C;LING_M;LING_S;LING_C;MUST_OK;FALTAS_MUST;TOTAL_FALTAS_MUST;note_dev1;note_dev2;note_dev3;note_dev4;;;;;;;;
;;;Dev324;Dev439;Dev370;Dev250;0;;;DOM M(2/2)[web, cloud] S(1/1)[mobile] C(0/1)[] | ECO M(2/3)[react, aws lambda] S(0/1)[] C(1/1)[android] | LING M(2/3)[javascript, python] S(0/2)[] C(2/2)[kotlin, swift];2/2;1/1;0/1;2/3;0/1;1/1;2/3;0/2;2/2;FALSO;ECO faltam 1 | LING faltam 1;2;"Domínio: Mobile
Ecossistema: Android
Linguagens: Kotlin

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[mobile] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (1/1)[android]
LING: M (0/3)[] S (0/2)[] C (1/2)[kotlin]

Colaboração (somente com membros desta equipe):
324-250: SEM_COMUM
324-370: SEM_COMUM
324-439: SEM_COMUM";"Domínio: Web
Ecossistema: React
Linguagens: JavaScript

Match (requisitos do projeto):
DOM: M (1/2)[web] S (0/1)[] C (0/1)[]
ECO: M (1/3)[react] S (0/1)[] C (0/1)[]
LING: M (1/3)[javascript] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
439-250: SEM_COMUM
439-324: SEM_COMUM
439-370: SEM_COMUM";"Domínio: Mobile
Ecossistema: iOS/iPadOS
Linguagens: Swift

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[mobile] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (0/1)[]
LING: M (0/3)[] S (0/2)[] C (1/2)[swift]

Colaboração (somente com membros desta equipe):
370-250: SEM_COMUM
370-324: SEM_COMUM
370-439: SEM_COMUM";"Domínio: Cloud
Ecossistema: AWS Lambda
Linguagens: Python

Match (requisitos do projeto):
DOM: M (1/2)[cloud] S (0/1)[] C (0/1)[]
ECO: M (1/3)[aws lambda] S (0/1)[] C (0/1)[]
LING: M (1/3)[python] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
250-324: SEM_COMUM
250-370: SEM_COMUM
250-439: SEM_COMUM";;;;;;;;
;;;Dev331;Dev36;Dev181;Dev494;0;;;DOM M(1/2)[cloud] S(1/1)[mobile] C(0/1)[] | ECO M(1/3)[aws lambda] S(0/1)[] C(1/1)[android] | LING M(1/3)[python] S(0/2)[] C(2/2)[kotlin, swift];1/2;1/1;0/1;1/3;0/1;1/1;1/3;0/2;2/2;FALSO;DOM faltam 1 | ECO faltam 2 | LING faltam 2;5;"Domínio: Mobile
Ecossistema: iOS/iPadOS
Linguagens: Swift

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[mobile] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (0/1)[]
LING: M (0/3)[] S (0/2)[] C (1/2)[swift]

Colaboração (somente com membros desta equipe):
331-36: SEM_COMUM
331-181: SEM_COMUM
331-494: SEM_COMUM";"Domínio: Mobile
Ecossistema: Android
Linguagens: Kotlin

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[mobile] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (1/1)[android]
LING: M (0/3)[] S (0/2)[] C (1/2)[kotlin]

Colaboração (somente com membros desta equipe):
36-181: P82(,osf=0.567,slf=0.737)
36-331: SEM_COMUM
36-494: SEM_COMUM";"Domínio: Cloud
Ecossistema: AWS Lambda
Linguagens: Python

Match (requisitos do projeto):
DOM: M (1/2)[cloud] S (0/1)[] C (0/1)[]
ECO: M (1/3)[aws lambda] S (0/1)[] C (0/1)[]
LING: M (1/3)[python] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
181-36: P82(,osf=0.567,slf=0.737)
181-331: SEM_COMUM
181-494: SEM_COMUM";"Domínio: Cloud
Ecossistema: AWS Lambda
Linguagens: Python

Match (requisitos do projeto):
DOM: M (1/2)[cloud] S (0/1)[] C (0/1)[]
ECO: M (1/3)[aws lambda] S (0/1)[] C (0/1)[]
LING: M (1/3)[python] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
494-36: SEM_COMUM
494-181: SEM_COMUM
494-331: SEM_COMUM";;;;;;;;
;;;Dev479;Dev389;Dev357;Dev316;0;;;DOM M(1/2)[web] S(1/1)[mobile] C(0/1)[] | ECO M(0/3)[] S(0/1)[] C(1/1)[android] | LING M(2/3)[javascript, typescript] S(0/2)[] C(1/2)[kotlin];1/2;1/1;0/1;0/3;0/1;1/1;2/3;0/2;1/2;FALSO;DOM faltam 1 | ECO faltam 3 | LING faltam 1;5;"Domínio: Web
Ecossistema: Angular
Linguagens: TypeScript

Match (requisitos do projeto):
DOM: M (1/2)[web] S (0/1)[] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (0/1)[]
LING: M (1/3)[typescript] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
479-316: SEM_COMUM
479-357: SEM_COMUM
479-389: SEM_COMUM";"Domínio: Mobile
Ecossistema: Android
Linguagens: Kotlin

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[mobile] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (1/1)[android]
LING: M (0/3)[] S (0/2)[] C (1/2)[kotlin]

Colaboração (somente com membros desta equipe):
389-316: SEM_COMUM
389-357: SEM_COMUM
389-479: SEM_COMUM";"Domínio: Web
Ecossistema: Node.js
Linguagens: JavaScript

Match (requisitos do projeto):
DOM: M (1/2)[web] S (0/1)[] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (0/1)[]
LING: M (1/3)[javascript] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
357-316: SEM_COMUM
357-389: SEM_COMUM
357-479: SEM_COMUM";"Domínio: Web
Ecossistema: Node.js
Linguagens: JavaScript

Match (requisitos do projeto):
DOM: M (1/2)[web] S (0/1)[] C (0/1)[]
ECO: M (0/3)[] S (0/1)[] C (0/1)[]
LING: M (1/3)[javascript] S (0/2)[] C (0/2)[]

Colaboração (somente com membros desta equipe):
316-357: SEM_COMUM
316-389: SEM_COMUM
316-479: SEM_COMUM";;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P6;Plataforma Crítica de Hardware Embarcado;P6-TEAM0;Dev65;Dev71;Dev63;Dev261;0;;;DOM M(2/2)[hardware, embedded] S(1/1)[iot] C(1/1)[cloud] | ECO M(2/2)[pcb, desenvolvimento de placa] S(1/1)[eletrônica (circuitos lógicos e analógicos)] C(2/2)[instrumentação (osciloscópio, analisador lógico), prototipação] | LING M(1/1)[c] S(1/1)[c++] C(1/1)[python];2/2;1/1;1/1;2/2;1/1;2/2;1/1;1/1;1/1;VERDADEIRO;OK;0;"Domínio: IoT, Web, Embedded
Ecossistema: iOS/iPadOS, PCB, Prototipação
Linguagens: C++, Java, C

Match (requisitos do projeto):
DOM: M (1/2)[embedded] S (1/1)[iot] C (0/1)[]
ECO: M (1/2)[pcb] S (0/1)[] C (1/2)[prototipação]
LING: M (1/1)[c] S (1/1)[c++] C (0/1)[]

Colaboração (somente com membros desta equipe):
65-71: SEM_COMUM
65-63: SEM_COMUM
65-261: P11(osf=0.460,slf=0.781); P76(osf=0.821,slf=0.637); P118(osf=0.593,slf=0.504)";"Domínio: IoT, Web, Hardware
Ecossistema: iOS/iPadOS, Desenvolvimento de Placa
Linguagens: HTML, JavaScript, Python, C

Match (requisitos do projeto):
DOM: M (1/2)[hardware] S (1/1)[iot] C (0/1)[]
ECO: M (1/2)[desenvolvimento de placa] S (0/1)[] C (0/2)[]
LING: M (1/1)[c] S (0/1)[] C (1/1)[python]

Colaboração (somente com membros desta equipe):
71-63: SEM_COMUM
71-65: SEM_COMUM
71-261: SEM_COMUM";"Domínio: IoT
Ecossistema: Eletrônica (circuitos lógicos e analógicos)
Linguagens: Lua, Java

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[iot] C (0/1)[]
ECO: M (0/2)[] S (1/1)[eletrônica (circuitos lógicos e analógicos)] C (0/2)[]
LING: M (0/1)[] S (0/1)[] C (0/1)[]

Colaboração (somente com membros desta equipe):
63-71: SEM_COMUM
63-65: SEM_COMUM
63-261: SEM_COMUM";"Domínio: Cloud
Ecossistema: AWS Lambda, Instrumentação (osciloscópio, analisador lógico)
Linguagens: Python

Match (requisitos do projeto):
DOM: M (0/2)[] S (0/1)[] C (1/1)[cloud]
ECO: M (0/2)[] S (0/1)[] C (1/2)[instrumentação (osciloscópio, analisador lógico)]
LING: M (0/1)[] S (0/1)[] C (1/1)[python]

Colaboração (somente com membros desta equipe):
261-71: SEM_COMUM
261-63: SEM_COMUM
261-65: P76(osf=0.821,slf=0.637); P11(osf=0.460,slf=0.781); P118(osf=0.593,slf=0.504)";;;;;;;;
;"DOM M[Hardware, Embedded] S[IoT] C[Cloud]
ECO M[PCB, Desenvolvimento de Placa] S[Eletrônica (circuitos lógicos e analógicos)] C[Instrumentação (osciloscópio, analisador lógico), Prototipação]
LING M[C] S[C++] C[Python]";;Dev508;Dev193;Dev36;Dev335;0;;;DOM M(2/2)[hardware, embedded] S(1/1)[iot] C(1/1)[cloud] | ECO M(2/2)[pcb, desenvolvimento de placa] S(1/1)[eletrônica (circuitos lógicos e analógicos)] C(2/2)[instrumentação (osciloscópio, analisador lógico), prototipação] | LING M(1/1)[c] S(1/1)[c++] C(1/1)[python];2/2;1/1;1/1;2/2;1/1;2/2;1/1;1/1;1/1;VERDADEIRO;OK;0;"Domínio: Web, Embedded
Ecossistema: React, PCB
Linguagens: JavaScript, C

Match (requisitos do projeto):
DOM: M (1/2)[embedded] S (0/1)[] C (0/1)[]
ECO: M (1/2)[pcb] S (0/1)[] C (0/2)[]
LING: M (1/1)[c] S (0/1)[] C (0/1)[]

Colaboração (somente com membros desta equipe):
508-36: SEM_COMUM
508-193: SEM_COMUM
508-335: SEM_COMUM";"Domínio: Web, Hardware
Ecossistema: Spring Boot, Desenvolvimento de Placa
Linguagens: Java, C++, Python

Match (requisitos do projeto):
DOM: M (1/2)[hardware] S (0/1)[] C (0/1)[]
ECO: M (1/2)[desenvolvimento de placa] S (0/1)[] C (0/2)[]
LING: M (0/1)[] S (1/1)[c++] C (1/1)[python]

Colaboração (somente com membros desta equipe):
193-36: SEM_COMUM
193-335: SEM_COMUM
193-508: SEM_COMUM";"Domínio: Mobile, IoT
Ecossistema: Android, Eletrônica (circuitos lógicos e analógicos), Prototipação
Linguagens: Kotlin, C++

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[iot] C (0/1)[]
ECO: M (0/2)[] S (1/1)[eletrônica (circuitos lógicos e analógicos)] C (1/2)[prototipação]
LING: M (0/1)[] S (1/1)[c++] C (0/1)[]

Colaboração (somente com membros desta equipe):
36-193: SEM_COMUM
36-335: SEM_COMUM
36-508: SEM_COMUM";"Domínio: Desktop, Cloud
Ecossistema: .NET, Instrumentação (osciloscópio, analisador lógico)
Linguagens: C#, C

Match (requisitos do projeto):
DOM: M (0/2)[] S (0/1)[] C (1/1)[cloud]
ECO: M (0/2)[] S (0/1)[] C (1/2)[instrumentação (osciloscópio, analisador lógico)]
LING: M (1/1)[c] S (0/1)[] C (0/1)[]

Colaboração (somente com membros desta equipe):
335-508: P196(osf=0.888,slf=0.339)
335-193: P85(osf=0.784,slf=0.538); P82(osf=0.567,slf=0.737)
335-36: P82(osf=0.567,slf=0.737)";;;;;;;;
;;;Dev242;Dev168;Dev446;Dev93;0;;;DOM M(2/2)[hardware, embedded] S(1/1)[iot] C(1/1)[cloud] | ECO M(2/2)[pcb, desenvolvimento de placa] S(1/1)[eletrônica (circuitos lógicos e analógicos)] C(2/2)[instrumentação (osciloscópio, analisador lógico), prototipação] | LING M(1/1)[c] S(1/1)[c++] C(1/1)[python];2/2;1/1;1/1;2/2;1/1;2/2;1/1;1/1;1/1;VERDADEIRO;OK;0;"Domínio: Web, Embedded, Hardware
Ecossistema: Node.js, PCB
Linguagens: JavaScript, C, C++

Match (requisitos do projeto):
DOM: M (2/2)[hardware, embedded] S (0/1)[] C (0/1)[]
ECO: M (1/2)[pcb] S (0/1)[] C (0/2)[]
LING: M (1/1)[c] S (1/1)[c++] C (0/1)[]

Colaboração (somente com membros desta equipe):
242-93: SEM_COMUM
242-168: SEM_COMUM
242-446: SEM_COMUM";"Domínio: Mobile, IoT
Ecossistema: Android, Eletrônica (circuitos lógicos e analógicos)
Linguagens: Kotlin

Match (requisitos do projeto):
DOM: M (0/2)[] S (1/1)[iot] C (0/1)[]
ECO: M (0/2)[] S (1/1)[eletrônica (circuitos lógicos e analógicos)] C (0/2)[]
LING: M (0/1)[] S (0/1)[] C (0/1)[]

Colaboração (somente com membros desta equipe [Dev242, Dev168, Dev446, Dev93]):
168-242: SEM_COMUM
168-446: SEM_COMUM
168-93: SEM_COMUM";"Domínio: Mobile
Ecossistema: Android, Desenvolvimento de Placa, Prototipação
Linguagens: Kotlin

Match (requisitos do projeto):
DOM: M (0/2)[] S (0/1)[] C (0/1)[]
ECO: M (1/2)[desenvolvimento de placa] S (0/1)[] C (1/2)[prototipação]
LING: M (0/1)[] S (0/1)[] C (0/1)[]

Colaboração (somente com membros desta equipe):
446-93: SEM_COMUM
446-168: SEM_COMUM
446-242: SEM_COMUM";"Domínio: Desktop, Cloud
Ecossistema: .NET, Instrumentação (osciloscópio, analisador lógico)
Linguagens: C#, Python

Match (requisitos do projeto):
DOM: M (0/2)[] S (0/1)[] C (1/1)[cloud]
ECO: M (0/2)[] S (0/1)[] C (1/2)[instrumentação (osciloscópio, analisador lógico)]
LING: M (0/1)[] S (0/1)[] C (1/1)[python]

Colaboração (somente com membros desta equipe):
93-168: SEM_COMUM
93-242: SEM_COMUM
93-446: SEM_COMUM";;;;;;;;
;;;Dev568;Dev463;Dev7;Dev498;0;;;DOM M(0/2)[] S(0/1)[] C(0/1)[] | ECO M(0/2)[] S(0/1)[] C(0/3)[] | LING M(0/1)[] S(0/1)[] C(0/1)[];0/2;0/1;0/1;0/2;0/1;0/3;0/1;0/1;0/1;FALSO;DOM faltam 2 | ECO faltam 2 | LING faltam 1;5;"Domínio: Web
 Ecossistema: React
 Linguagens: JavaScript
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/2)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe [Dev568, Dev463, Dev7, Dev498]):
 568-463: P184(osf=0.615,slf=0.450); P272(osf=0.487,slf=0.637); P274(osf=0.411,slf=0.591)
 568-7: SEM_COMUM
 568-498: SEM_COMUM";"Domínio: Web
 Ecossistema: Vue
 Linguagens: JavaScript
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/3)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe):
 463-7: SEM_COMUM
 463-498: SEM_COMUM
 463-568: SEM_COMUM";"Domínio: Web
 Ecossistema: React
 Linguagens: JavaScript
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/3)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe):
 7-463: SEM_COMUM
 7-498: SEM_COMUM
 7-568: SEM_COMUM";"Domínio: Mobile
 Ecossistema: Android
 Linguagens: Kotlin
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/2)[]
 LING: M (0/1)[] S (1/1)[kotlin] C (0/1)[]
 
 Colaboração (somente com membros desta equipe [Dev568, Dev463, Dev7, Dev498]):
 498-568: SEM_COMUM
 498-463: P85(osf=0.784,slf=0.538); P82(osf=0.567,slf=0.737)
 498-7: P85(osf=0.784,slf=0.538); P82(osf=0.567,slf=0.737)";;;;;;;;
;;;Dev67;Dev94;Dev291;Dev450;0;;;DOM M(0/2)[] S(0/1)[] C(0/1)[] | ECO M(0/2)[] S(0/1)[] C(0/3)[] | LING M(0/1)[] S(0/1)[] C(0/1)[];0/2;0/1;0/1;0/2;0/1;0/3;0/1;0/1;0/1;FALSO;DOM faltam 2 | ECO faltam 2 | LING faltam 1;5;"Domínio: Web
 Ecossistema: Spring Boot
 Linguagens: Java
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/2)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe [Dev498, Dev67, Dev94, Dev291]):
 67-498: SEM_COMUM
 67-94: SEM_COMUM
 67-291: SEM_COMUM";"Domínio: Web
 Ecossistema: Vue
 Linguagens: JavaScript
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/2)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe [Dev498, Dev67, Dev94, Dev291]):
 94-498: SEM_COMUM
 94-67: SEM_COMUM
 94-291: P82(osf=0.567,slf=0.737)";"Domínio: Desktop
 Ecossistema: .NET
 Linguagens: C#
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/2)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe [Dev498, Dev67, Dev94, Dev291]):
 291-498: SEM_COMUM
 291-67: SEM_COMUM
 291-94: P82(osf=0.567,slf=0.737)";"Domínio: Desktop
 Ecossistema: .NET
 Linguagens: C#
 
 Match (requisitos do projeto):
 DOM: M (0/2)[] S (0/1)[] C (0/1)[]
 ECO: M (0/2)[] S (0/1)[] C (0/3)[]
 LING: M (0/1)[] S (0/1)[] C (0/1)[]
 
 Colaboração (somente com membros desta equipe):
 450-67: SEM_COMUM
 450-94: SEM_COMUM
 450-291: SEM_COMUM";;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
